"","X","Site","Quad","Species","trackID","Year","basalArea_genet","recruit","survives_tplus1","age","size_tplus1","nearEdge","Suspect","Treatment","Pasture","logsize"
"1055",2095,"CO","gzgz_7","Bouteloua gracilis","BOUGRA_2004_2",2006,0.0033796005592298,0,1,2,0.00753187492797583,TRUE,FALSE,"gzgz","7",-5.68999775421341
"1056",2096,"CO","gzgz_7","Bouteloua gracilis","BOUGRA_2004_2",2007,0.00753187492797583,0,1,3,0.00350312795714206,TRUE,FALSE,"gzgz","7",-4.8886112737452
"1057",2097,"CO","gzgz_7","Bouteloua gracilis","BOUGRA_2004_2",2008,0.00350312795714206,0,1,4,0.0019282667668786,TRUE,FALSE,"gzgz","7",-5.65409900756007
"1058",2098,"CO","gzgz_7","Bouteloua gracilis","BOUGRA_2004_2",2009,0.0019282667668786,0,NA,5,NA,TRUE,FALSE,"gzgz","7",-6.25113372780169
"1059",2099,"CO","gzgz_7","Bouteloua gracilis","BOUGRA_2004_3",2004,7.56500241708907e-05,1,0,0,NA,FALSE,FALSE,"gzgz","7",-9.4893927982205
"1060",2100,"CO","gzgz_7","Bouteloua gracilis","BOUGRA_2004_4",2004,2.4999999999999e-05,1,1,0,0.00193066511255015,TRUE,FALSE,"gzgz","7",-10.5966347330961
"1061",2101,"CO","gzgz_7","Bouteloua gracilis","BOUGRA_2004_4",2006,0.00193066511255015,0,0,1,NA,TRUE,FALSE,"gzgz","7",-6.24989071753082
"1062",2102,"CO","gzgz_7","Bouteloua gracilis","BOUGRA_2004_5",2004,2.4999999999999e-05,1,1,0,0.00166880006840717,TRUE,FALSE,"gzgz","7",-10.5966347330961
"1063",2103,"CO","gzgz_7","Bouteloua gracilis","BOUGRA_2004_5",2005,0.00166880006840717,0,1,1,0.00160697698063358,TRUE,FALSE,"gzgz","7",-6.39565043272594
"1064",2104,"CO","gzgz_7","Bouteloua gracilis","BOUGRA_2004_5",2007,0.00160697698063358,0,1,2,0.0027276881626923,TRUE,FALSE,"gzgz","7",-6.43340051676397
"1065",2105,"CO","gzgz_7","Bouteloua gracilis","BOUGRA_2004_5",2008,0.0027276881626923,0,1,3,0.0013202293929836,TRUE,FALSE,"gzgz","7",-5.90430085539832
"1066",2106,"CO","gzgz_7","Bouteloua gracilis","BOUGRA_2004_5",2009,0.0013202293929836,0,1,4,0.00123372283175906,TRUE,FALSE,"gzgz","7",-6.62994977491896
"1067",2107,"CO","gzgz_7","Bouteloua gracilis","BOUGRA_2004_5",2010,0.00123372283175906,0,NA,5,NA,TRUE,FALSE,"gzgz","7",-6.69771898832303
"1068",2108,"CO","gzgz_7","Bouteloua gracilis","BOUGRA_2004_6",2004,2.4999999999999e-05,1,0,0,NA,FALSE,FALSE,"gzgz","7",-10.5966347330961
"1069",2109,"CO","gzgz_7","Bouteloua gracilis","BOUGRA_2005_1",2005,5.5335023091665e-05,1,0,0,NA,FALSE,FALSE,"gzgz","7",-9.80210452094093
"1070",2110,"CO","gzgz_7","Bouteloua gracilis","BOUGRA_2005_2",2005,0.00336677507064541,1,0,0,NA,TRUE,FALSE,"gzgz","7",-5.69379994511981
"1071",2111,"CO","gzgz_7","Bouteloua gracilis","BOUGRA_2007_1",2007,0.00325628997847089,1,1,0,0.00326703351734881,FALSE,FALSE,"gzgz","7",-5.72716677508049
"1072",2112,"CO","gzgz_7","Bouteloua gracilis","BOUGRA_2007_1",2008,0.00326703351734881,0,1,1,0.000629268347680915,FALSE,FALSE,"gzgz","7",-5.72387288704981
"1073",2113,"CO","gzgz_7","Bouteloua gracilis","BOUGRA_2007_1",2009,0.000629268347680915,0,NA,2,NA,FALSE,FALSE,"gzgz","7",-7.37095276635897
"1074",2114,"CO","gzgz_7","Bouteloua gracilis","BOUGRA_2007_2",2007,0.000983479947251134,1,1,0,0.00222443784036957,TRUE,FALSE,"gzgz","7",-6.9244133095132
"1075",2115,"CO","gzgz_7","Bouteloua gracilis","BOUGRA_2007_2",2008,0.00222443784036957,0,1,1,0.00199613848184184,TRUE,FALSE,"gzgz","7",-6.10825105130052
"1076",2116,"CO","gzgz_7","Bouteloua gracilis","BOUGRA_2007_2",2009,0.00199613848184184,0,1,2,0.00311125744562322,TRUE,FALSE,"gzgz","7",-6.21654072381924
"1077",2117,"CO","gzgz_7","Bouteloua gracilis","BOUGRA_2007_2",2010,0.00311125744562322,0,NA,3,NA,TRUE,FALSE,"gzgz","7",-5.77272831115614
"1078",2118,"CO","gzgz_7","Bouteloua gracilis","BOUGRA_2007_3",2007,2.4999999999999e-05,1,0,0,NA,FALSE,FALSE,"gzgz","7",-10.5966347330961
"1079",2119,"CO","gzgz_7","Bouteloua gracilis","BOUGRA_2008_1",2008,0.000709164202294661,1,1,0,0.000341834846837106,FALSE,FALSE,"gzgz","7",-7.25142346121605
"1080",2120,"CO","gzgz_7","Bouteloua gracilis","BOUGRA_2008_1",2009,0.000341834846837106,0,NA,1,NA,FALSE,FALSE,"gzgz","7",-7.98118284152242
"1081",2121,"CO","gzgz_7","Bouteloua gracilis","BOUGRA_2008_2",2008,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"gzgz","7",-10.5966347330961
"1082",2122,"CO","gzgz_7","Bouteloua gracilis","BOUGRA_2008_3",2008,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"gzgz","7",-10.5966347330961
"1083",2123,"CO","gzgz_7","Bouteloua gracilis","BOUGRA_2008_4",2008,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"gzgz","7",-10.5966347330961
"1084",2124,"CO","gzgz_7","Bouteloua gracilis","BOUGRA_2008_5",2008,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"gzgz","7",-10.5966347330961
"1085",2125,"CO","gzgz_7","Bouteloua gracilis","BOUGRA_2008_6",2008,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"gzgz","7",-10.5966347330961
"1086",2126,"CO","gzgz_7","Bouteloua gracilis","BOUGRA_2008_7",2008,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"gzgz","7",-10.5966347330961
"1087",2127,"CO","gzgz_7","Bouteloua gracilis","BOUGRA_2009_1",2009,2.49999999999995e-05,1,NA,0,NA,FALSE,FALSE,"gzgz","7",-10.5966347330961
"1088",2128,"CO","gzgz_7","Bouteloua gracilis","BOUGRA_2010_1",2010,0.000201817309206135,1,NA,0,NA,TRUE,FALSE,"gzgz","7",-8.50814767965905
"1089",2129,"CO","gzgz_7","Bouteloua gracilis","BOUGRA_2010_2",2010,0.000581952847019581,1,NA,0,NA,FALSE,FALSE,"gzgz","7",-7.44912113238174
"1090",2504,"CO","gzun_11","Bouteloua gracilis","BOUGRA_1997_1",1997,0.367024783966253,NA,1,NA,0.440518863461491,TRUE,FALSE,"gzun","11",-1.0023259019645
"1091",2505,"CO","gzun_11","Bouteloua gracilis","BOUGRA_1997_1",1998,0.440518863461491,NA,1,NA,0.410804376070898,TRUE,FALSE,"gzun","11",-0.819802011681705
"1092",2506,"CO","gzun_11","Bouteloua gracilis","BOUGRA_1997_1",1999,0.410804376070898,NA,1,NA,0.400067190198088,TRUE,FALSE,"gzun","11",-0.889638148426297
"1093",2507,"CO","gzun_11","Bouteloua gracilis","BOUGRA_1997_1",2000,0.400067190198088,NA,1,NA,0.436331316004843,TRUE,FALSE,"gzun","11",-0.916122770485239
"1094",2508,"CO","gzun_11","Bouteloua gracilis","BOUGRA_1997_1",2001,0.436331316004843,NA,1,NA,0.26340354735285,TRUE,FALSE,"gzun","11",-0.82935342511656
"1095",2509,"CO","gzun_11","Bouteloua gracilis","BOUGRA_1997_1",2002,0.26340354735285,NA,1,NA,0.302337409476272,TRUE,FALSE,"gzun","11",-1.33406802221296
"1096",2510,"CO","gzun_11","Bouteloua gracilis","BOUGRA_1997_1",2003,0.302337409476272,NA,1,NA,0.255163953399468,TRUE,FALSE,"gzun","11",-1.19621163534505
"1097",2511,"CO","gzun_11","Bouteloua gracilis","BOUGRA_1997_1",2004,0.255163953399468,NA,1,NA,0.324731094113629,TRUE,FALSE,"gzun","11",-1.36584898592269
"1098",2512,"CO","gzun_11","Bouteloua gracilis","BOUGRA_1997_1",2005,0.324731094113629,NA,1,NA,0.225750460971361,TRUE,FALSE,"gzun","11",-1.12475784186626
"1099",2513,"CO","gzun_11","Bouteloua gracilis","BOUGRA_1997_1",2006,0.225750460971361,NA,1,NA,0.129837594011396,TRUE,FALSE,"gzun","11",-1.48832504473204
"1100",2514,"CO","gzun_11","Bouteloua gracilis","BOUGRA_1997_1",2007,0.129837594011396,NA,1,NA,0.258955056252328,TRUE,FALSE,"gzun","11",-2.0414708863588
"1101",2515,"CO","gzun_11","Bouteloua gracilis","BOUGRA_1997_1",2008,0.258955056252328,NA,1,NA,0.333281699791561,TRUE,FALSE,"gzun","11",-1.35110076032361
"1102",2516,"CO","gzun_11","Bouteloua gracilis","BOUGRA_1997_1",2009,0.333281699791561,NA,1,NA,0.371182821163605,TRUE,FALSE,"gzun","11",-1.09876720129177
"1103",2517,"CO","gzun_11","Bouteloua gracilis","BOUGRA_1997_1",2010,0.371182821163605,NA,NA,NA,NA,TRUE,FALSE,"gzun","11",-0.99106055833388
"1104",2518,"CO","gzun_11","Bouteloua gracilis","BOUGRA_2007_1",2007,0.000765240026148083,1,0,0,NA,FALSE,FALSE,"gzun","11",-7.17532101367931
"1105",2519,"CO","gzun_11","Bouteloua gracilis","BOUGRA_2007_2",2007,0.000372224935117081,1,0,0,NA,FALSE,FALSE,"gzun","11",-7.89601222213369
"1106",2520,"CO","gzun_11","Bouteloua gracilis","BOUGRA_2007_3",2007,0.00109608499636294,1,1,0,0.00127016656862565,FALSE,FALSE,"gzun","11",-6.81601054203723
"1107",2521,"CO","gzun_11","Bouteloua gracilis","BOUGRA_2007_3",2008,0.00127016656862565,0,1,1,0.00339287178899741,FALSE,FALSE,"gzun","11",-6.66860723071374
"1108",2522,"CO","gzun_11","Bouteloua gracilis","BOUGRA_2007_3",2009,0.00339287178899741,0,1,2,0.00363608839600471,FALSE,FALSE,"gzun","11",-5.68607858080899
"1109",2523,"CO","gzun_11","Bouteloua gracilis","BOUGRA_2007_3",2010,0.00363608839600471,0,NA,3,NA,FALSE,FALSE,"gzun","11",-5.61684679162999
"1110",2524,"CO","gzun_11","Bouteloua gracilis","BOUGRA_2007_4",2007,0.000154380018510395,1,1,0,0.00157953906517637,FALSE,FALSE,"gzun","11",-8.77609334254107
"1111",2525,"CO","gzun_11","Bouteloua gracilis","BOUGRA_2007_4",2009,0.00157953906517637,0,NA,1,NA,TRUE,FALSE,"gzun","11",-6.45062220540603
"1112",2526,"CO","gzun_11","Bouteloua gracilis","BOUGRA_2008_1",2008,0.00111680637634147,1,0,0,NA,TRUE,FALSE,"gzun","11",-6.79728211649765
"1113",2527,"CO","gzun_11","Bouteloua gracilis","BOUGRA_2008_2",2008,0.000315685587843688,1,0,0,NA,FALSE,FALSE,"gzun","11",-8.06076381487195
"1114",2528,"CO","gzun_11","Bouteloua gracilis","BOUGRA_2008_3",2008,0.000754124858596301,1,0,0,NA,TRUE,FALSE,"gzun","11",-7.18995260871034
"1115",2529,"CO","gzun_11","Bouteloua gracilis","BOUGRA_2008_4",2008,2.49999999999985e-05,1,0,0,NA,TRUE,FALSE,"gzun","11",-10.5966347330961
"1116",2706,"CO","gzun_19","Bouteloua gracilis","BOUGRA_1997_1",1997,0.167452289404613,NA,1,NA,0.298751048644591,TRUE,FALSE,"gzun","19",-1.7870568076669
"1117",2707,"CO","gzun_19","Bouteloua gracilis","BOUGRA_1997_1",1998,0.298751048644591,NA,1,NA,0.220706981557247,TRUE,FALSE,"gzun","19",-1.20814466563516
"1118",2708,"CO","gzun_19","Bouteloua gracilis","BOUGRA_1997_1",1999,0.220706981557247,NA,1,NA,0.242779574021733,TRUE,FALSE,"gzun","19",-1.51091933252133
"1119",2709,"CO","gzun_19","Bouteloua gracilis","BOUGRA_1997_1",2000,0.242779574021733,NA,1,NA,0.231560903885111,TRUE,FALSE,"gzun","19",-1.41560135009952
"1120",2710,"CO","gzun_19","Bouteloua gracilis","BOUGRA_1997_1",2001,0.231560903885111,NA,1,NA,0.223514569674063,TRUE,FALSE,"gzun","19",-1.46291235631933
"1121",2711,"CO","gzun_19","Bouteloua gracilis","BOUGRA_1997_1",2002,0.223514569674063,NA,1,NA,0.0933312651866753,TRUE,FALSE,"gzun","19",-1.49827867835494
"1122",2712,"CO","gzun_19","Bouteloua gracilis","BOUGRA_1997_1",2003,0.0933312651866753,NA,1,NA,0.25633749391061,TRUE,FALSE,"gzun","19",-2.3716001234407
"1123",2713,"CO","gzun_19","Bouteloua gracilis","BOUGRA_1997_1",2004,0.25633749391061,NA,1,NA,0.179366756868361,TRUE,FALSE,"gzun","19",-1.36126036715561
"1124",2714,"CO","gzun_19","Bouteloua gracilis","BOUGRA_1997_1",2005,0.179366756868361,NA,1,NA,0.205913944813581,TRUE,FALSE,"gzun","19",-1.71832264826505
"1125",2715,"CO","gzun_19","Bouteloua gracilis","BOUGRA_1997_1",2006,0.205913944813581,NA,1,NA,0.0615001692286229,TRUE,FALSE,"gzun","19",-1.58029694109512
"1126",2716,"CO","gzun_19","Bouteloua gracilis","BOUGRA_1997_1",2007,0.0615001692286229,NA,1,NA,0.0543637207673831,TRUE,FALSE,"gzun","19",-2.78871535248853
"1127",2717,"CO","gzun_19","Bouteloua gracilis","BOUGRA_1997_1",2008,0.0543637207673831,NA,1,NA,0.124837829914375,TRUE,FALSE,"gzun","19",-2.9120582452538
"1128",2718,"CO","gzun_19","Bouteloua gracilis","BOUGRA_1997_1",2009,0.124837829914375,NA,1,NA,0.213898443414612,TRUE,FALSE,"gzun","19",-2.0807397446658
"1129",2719,"CO","gzun_19","Bouteloua gracilis","BOUGRA_1997_1",2010,0.213898443414612,NA,NA,NA,NA,TRUE,FALSE,"gzun","19",-1.54225394008429
"1130",2720,"CO","gzun_19","Bouteloua gracilis","BOUGRA_1998_1",1998,0.000252118243993181,1,0,0,NA,FALSE,FALSE,"gzun","19",-8.285612358308
"1131",2721,"CO","gzun_19","Bouteloua gracilis","BOUGRA_1998_2",1998,0.000113490073843881,1,0,0,NA,TRUE,FALSE,"gzun","19",-9.08379517998723
"1132",2722,"CO","gzun_19","Bouteloua gracilis","BOUGRA_1999_1",1999,0.00161457852914604,1,0,0,NA,TRUE,FALSE,"gzun","19",-6.4286813290318
"1133",2723,"CO","gzun_19","Bouteloua gracilis","BOUGRA_1999_2",1999,2.5e-05,1,0,0,NA,TRUE,FALSE,"gzun","19",-10.5966347330961
"1134",2724,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2002_1",2002,0.00130676068241399,1,0,0,NA,TRUE,FALSE,"gzun","19",-6.64020396560918
"1135",2725,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2002_2",2002,0.000803670827182196,1,0,0,NA,FALSE,FALSE,"gzun","19",-7.12632079154774
"1136",2726,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2002_3",2002,0.000515766220306387,1,0,0,NA,TRUE,FALSE,"gzun","19",-7.56985695656778
"1137",2727,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2002_4",2002,0.000786781427246877,1,1,0,0.000901656142589581,TRUE,FALSE,"gzun","19",-7.147560077159
"1138",2728,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2002_4",2003,0.000901656142589581,0,1,1,0.00516642015658693,TRUE,FALSE,"gzun","19",-7.01127732722445
"1139",2729,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2002_4",2004,0.00516642015658693,0,1,2,0.000189525022819527,TRUE,TRUE,"gzun","19",-5.26557525649162
"1140",2730,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2002_4",2005,0.000189525022819527,0,0,3,NA,TRUE,FALSE,"gzun","19",-8.57098949561813
"1141",2731,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2002_5",2002,2.4999999999999e-05,1,1,0,2.4999999999999e-05,TRUE,FALSE,"gzun","19",-10.5966347330961
"1142",2732,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2002_5",2004,2.4999999999999e-05,0,0,1,NA,TRUE,FALSE,"gzun","19",-10.5966347330961
"1143",2733,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2002_6",2002,2.49999999999996e-05,1,0,0,NA,FALSE,FALSE,"gzun","19",-10.5966347330961
"1144",2734,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_1",2007,0.000257168861435007,1,1,0,0.000272795550557764,TRUE,FALSE,"gzun","19",-8.2657776404456
"1145",2735,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_1",2008,0.000272795550557764,0,1,1,0.00165684439068148,TRUE,FALSE,"gzun","19",-8.20678794240011
"1146",2736,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_1",2010,0.00165684439068148,0,NA,2,NA,TRUE,FALSE,"gzun","19",-6.40284045521824
"1147",2737,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_10",2007,2.49999999999996e-05,1,0,0,NA,FALSE,FALSE,"gzun","19",-10.5966347330961
"1148",2738,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_11",2007,2.4999999999999e-05,1,1,0,0.00053112903953263,FALSE,FALSE,"gzun","19",-10.5966347330961
"1149",2739,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_11",2008,0.00053112903953263,0,1,1,0.00122438272743115,FALSE,FALSE,"gzun","19",-7.54050555394254
"1150",2740,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_11",2009,0.00122438272743115,0,1,2,0.00196349480298716,FALSE,FALSE,"gzun","19",-6.70531845795826
"1151",2741,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_11",2010,0.00196349480298716,0,NA,3,NA,FALSE,FALSE,"gzun","19",-6.23302933076043
"1152",2742,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_12",2007,2.49999999999994e-05,1,1,0,0.000715142802646745,FALSE,FALSE,"gzun","19",-10.5966347330961
"1153",2743,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_12",2009,0.000715142802646745,0,1,1,0.00151844822452259,FALSE,FALSE,"gzun","19",-7.24302831123098
"1154",2744,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_12",2010,0.00151844822452259,0,NA,2,NA,FALSE,FALSE,"gzun","19",-6.49006637052168
"1155",2745,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_13",2007,2.49999999999985e-05,1,1,0,9.3928617055655e-05,FALSE,FALSE,"gzun","19",-10.5966347330961
"1156",2746,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_13",2008,9.3928617055655e-05,0,0,1,NA,FALSE,FALSE,"gzun","19",-9.27297545720416
"1157",2747,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_14",2007,2.49999999999994e-05,1,1,0,0.00137371112609953,FALSE,FALSE,"gzun","19",-10.5966347330961
"1158",2748,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_14",2008,0.00137371112609953,0,0,1,NA,FALSE,FALSE,"gzun","19",-6.59023935029958
"1159",2749,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_15",2007,2.49999999999995e-05,1,0,0,NA,FALSE,FALSE,"gzun","19",-10.5966347330961
"1160",2750,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_16",2007,2.4999999999999e-05,1,0,0,NA,FALSE,FALSE,"gzun","19",-10.5966347330961
"1161",2751,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_17",2007,2.4999999999999e-05,1,0,0,NA,FALSE,FALSE,"gzun","19",-10.5966347330961
"1162",2752,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_18",2007,2.4999999999999e-05,1,1,0,0.000476533292863288,FALSE,FALSE,"gzun","19",-10.5966347330961
"1163",2753,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_18",2008,0.000476533292863288,0,1,1,0.00266827103254886,TRUE,FALSE,"gzun","19",-7.64897296771312
"1164",2754,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_18",2009,0.00266827103254886,0,NA,2,NA,TRUE,FALSE,"gzun","19",-5.92632456967569
"1165",2755,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_19",2007,2.4999999999999e-05,1,0,0,NA,FALSE,FALSE,"gzun","19",-10.5966347330961
"1166",2756,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_2",2007,0.000374905035438088,1,0,0,NA,TRUE,FALSE,"gzun","19",-7.888837802896
"1167",2757,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_20",2007,2.4999999999999e-05,1,0,0,NA,FALSE,FALSE,"gzun","19",-10.5966347330961
"1168",2758,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_21",2007,2.4999999999999e-05,1,0,0,NA,FALSE,FALSE,"gzun","19",-10.5966347330961
"1169",2759,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_22",2007,2.4999999999999e-05,1,0,0,NA,FALSE,FALSE,"gzun","19",-10.5966347330961
"1170",2760,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_23",2007,2.4999999999999e-05,1,0,0,NA,FALSE,FALSE,"gzun","19",-10.5966347330961
"1171",2761,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_3",2007,0.000188035010009326,1,1,0,0.00232214083496587,FALSE,FALSE,"gzun","19",-8.5788823890179
"1172",2762,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_3",2008,0.00232214083496587,0,1,1,0.0024647381582287,FALSE,FALSE,"gzun","19",-6.06526574510564
"1173",2763,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_3",2009,0.0024647381582287,0,NA,2,NA,FALSE,FALSE,"gzun","19",-6.00566970097195
"1174",2764,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_4",2007,0.000236164984201061,1,1,0,0.00128340453240693,FALSE,FALSE,"gzun","19",-8.35097991158746
"1175",2765,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_4",2008,0.00128340453240693,0,1,1,0.00343100680949232,FALSE,FALSE,"gzun","19",-6.65823894109189
"1176",2766,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_4",2009,0.00343100680949232,0,1,2,0.00363755549585867,FALSE,FALSE,"gzun","19",-5.67490153041169
"1177",2767,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_4",2010,0.00363755549585867,0,NA,3,NA,FALSE,FALSE,"gzun","19",-5.61644339000746
"1178",2768,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_5",2007,0.00312096995281943,1,1,0,0.00134913925934281,TRUE,FALSE,"gzun","19",-5.76961144316072
"1179",2769,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_5",2008,0.00134913925934281,0,1,1,0.00358762800708108,FALSE,FALSE,"gzun","19",-6.60828847554797
"1180",2770,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_5",2009,0.00358762800708108,0,1,2,0.0058568837229487,TRUE,FALSE,"gzun","19",-5.63026401711664
"1181",2771,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_5",2010,0.0058568837229487,0,NA,3,NA,TRUE,FALSE,"gzun","19",-5.14013760473526
"1182",2772,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_6",2007,0.0021239350103245,1,1,0,0.0021041914601723,TRUE,FALSE,"gzun","19",-6.15448477384622
"1183",2773,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_6",2009,0.0021041914601723,0,NA,1,NA,TRUE,FALSE,"gzun","19",-6.16382399006601
"1184",2774,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_7",2007,2.50000000000001e-05,1,1,0,0.00143209539717972,FALSE,FALSE,"gzun","19",-10.5966347330961
"1185",2775,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_7",2008,0.00143209539717972,0,1,1,0.00301083582224549,FALSE,FALSE,"gzun","19",-6.54861659452031
"1186",2776,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_7",2009,0.00301083582224549,0,NA,2,NA,FALSE,FALSE,"gzun","19",-5.80553755695868
"1187",2777,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_8",2007,2.4999999999999e-05,1,1,0,0.000271348055615437,FALSE,FALSE,"gzun","19",-10.5966347330961
"1188",2778,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_8",2008,0.000271348055615437,0,1,1,0.00252842814735089,FALSE,FALSE,"gzun","19",-8.21210822307686
"1189",2779,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_8",2009,0.00252842814735089,0,1,2,0.00697261918771762,FALSE,FALSE,"gzun","19",-5.98015745495266
"1190",2780,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_8",2010,0.00697261918771762,0,NA,3,NA,FALSE,FALSE,"gzun","19",-4.96576434463704
"1191",2781,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2007_9",2007,2.4999999999999e-05,1,0,0,NA,FALSE,FALSE,"gzun","19",-10.5966347330961
"1192",2782,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2008_1",2008,0.00131000782332973,1,1,0,0.00362530565907506,FALSE,FALSE,"gzun","19",-6.63772216977948
"1193",2783,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2008_1",2009,0.00362530565907506,0,1,1,0.0120138473726535,FALSE,FALSE,"gzun","19",-5.61981667448536
"1194",2784,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2008_1",2010,0.0120138473726535,0,NA,2,NA,FALSE,FALSE,"gzun","19",-4.42169534675893
"1195",2785,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2008_10",2008,0.00211569577056447,1,1,0,0.00319141109506959,FALSE,FALSE,"gzun","19",-6.15837155104848
"1196",2786,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2008_10",2009,0.00319141109506959,0,1,1,0.00757086649519944,FALSE,FALSE,"gzun","19",-5.74729211044151
"1197",2787,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2008_10",2010,0.00757086649519944,0,NA,2,NA,FALSE,FALSE,"gzun","19",-4.88344775372409
"1198",2788,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2008_11",2008,0.000429061648418958,1,1,0,0.00136383034050531,TRUE,FALSE,"gzun","19",-7.75390994675219
"1199",2789,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2008_11",2009,0.00136383034050531,0,1,1,0.00118085818545507,TRUE,FALSE,"gzun","19",-6.59745811109093
"1200",2790,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2008_11",2010,0.00118085818545507,0,NA,2,NA,TRUE,FALSE,"gzun","19",-6.74151382903208
"1201",2791,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2008_12",2008,0.000377397701188144,1,1,0,0.00113587398725127,TRUE,FALSE,"gzun","19",-7.88221101622976
"1202",2792,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2008_12",2009,0.00113587398725127,0,1,1,0.00143856764587378,TRUE,FALSE,"gzun","19",-6.78035289155143
"1203",2793,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2008_12",2010,0.00143856764587378,0,NA,2,NA,TRUE,FALSE,"gzun","19",-6.54410735079242
"1204",2794,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2008_13",2008,7.07398209741884e-05,1,0,0,NA,TRUE,FALSE,"gzun","19",-9.55650190494801
"1205",2795,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2008_14",2008,6.97654127999854e-05,1,1,0,0.00107186105102955,TRUE,FALSE,"gzun","19",-9.57037218963072
"1206",2796,"CO","gzun_19","Bouteloua gracilis","BOUGRA_2008_14",2009,0.00107186105102955,0,1,1,0.00146925765239477,TRUE,FALSE,"gzun","19",-6.8383588413114
